Gene_ID,GO_ID,GO_Term,Ontology
Ca_22780,GO:0006426,glycyl-tRNA aminoacylation,BP
Ca_22781,GO:0005515,protein binding,MF
Ca_22781,GO:0008270,zinc ion binding,MF
Ca_22782,GO:0016787,hydrolase activity,MF
Ca_22785,GO:0004672,protein kinase activity,MF
Ca_22785,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22785,GO:0005524,ATP binding,MF
Ca_22785,GO:0006468,protein phosphorylation,BP
Ca_22785,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22787,GO:0003677,DNA binding,MF
Ca_22787,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22787,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22788,GO:0003677,DNA binding,MF
Ca_22788,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22788,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22789,GO:0008270,zinc ion binding,MF
Ca_22790,GO:0000166,nucleotide binding,MF
Ca_22790,GO:0006754,ATP biosynthetic process,BP
Ca_22790,GO:0006812,monoatomic cation transport,BP
Ca_22790,GO:0016887,ATP hydrolysis activity,MF
Ca_22790,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,MF
Ca_22790,GO:0046872,metal ion binding,MF
Ca_22791,GO:0008318,protein prenyltransferase activity,MF
Ca_22791,GO:0018342,protein prenylation,BP
Ca_22792,GO:0055085,transmembrane transport,BP
Ca_22793,GO:0055085,transmembrane transport,BP
Ca_22796,GO:0006457,protein folding,BP
Ca_22797,GO:0008152,metabolic process,BP
Ca_22797,GO:0016758,hexosyltransferase activity,MF
Ca_22798,GO:0008152,metabolic process,BP
Ca_22798,GO:0016758,hexosyltransferase activity,MF
Ca_22799,GO:0005856,cytoskeleton,CC
Ca_22799,GO:0030833,regulation of actin filament polymerization,BP
Ca_22800,GO:0003677,DNA binding,MF
Ca_22800,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22800,GO:0005634,nucleus,CC
Ca_22800,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22800,GO:0043565,sequence-specific DNA binding,MF
Ca_22802,GO:0005509,calcium ion binding,MF
Ca_22802,GO:0009523,photosystem II,CC
Ca_22802,GO:0009654,photosystem II oxygen evolving complex,CC
Ca_22802,GO:0015979,photosynthesis,BP
Ca_22802,GO:0019898,extrinsic component of membrane,CC
Ca_22808,GO:0004497,monooxygenase activity,MF
Ca_22808,GO:0005506,iron ion binding,MF
Ca_22808,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_22808,GO:0020037,heme binding,MF
Ca_22809,GO:0003677,DNA binding,MF
Ca_22809,GO:0003682,chromatin binding,MF
Ca_22812,GO:0008152,metabolic process,BP
Ca_22812,GO:0016758,hexosyltransferase activity,MF
Ca_22813,GO:0008152,metabolic process,BP
Ca_22813,GO:0016758,hexosyltransferase activity,MF
Ca_22814,GO:0008152,metabolic process,BP
Ca_22814,GO:0016758,hexosyltransferase activity,MF
Ca_22816,GO:0005524,ATP binding,MF
Ca_22816,GO:0006457,protein folding,BP
Ca_22816,GO:0009408,response to heat,BP
Ca_22816,GO:0031072,heat shock protein binding,MF
Ca_22816,GO:0051082,unfolded protein binding,MF
Ca_22817,GO:0003677,DNA binding,MF
Ca_22817,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22817,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22818,GO:0016020,membrane,CC
Ca_22819,GO:0016020,membrane,CC
Ca_22820,GO:0003824,catalytic activity,MF
Ca_22820,GO:0005975,carbohydrate metabolic process,BP
Ca_22820,GO:0006108,malate metabolic process,BP
Ca_22820,GO:0008152,metabolic process,BP
Ca_22820,GO:0016491,oxidoreductase activity,MF
Ca_22820,GO:0016615,malate dehydrogenase activity,MF
Ca_22820,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF
Ca_22820,GO:0030060,L-malate dehydrogenase (NAD+) activity,MF
Ca_22822,GO:0003677,DNA binding,MF
Ca_22822,GO:0005634,nucleus,CC
Ca_22823,GO:0004222,metalloendopeptidase activity,MF
Ca_22823,GO:0006508,proteolysis,BP
Ca_22823,GO:0008237,metallopeptidase activity,MF
Ca_22823,GO:0008270,zinc ion binding,MF
Ca_22823,GO:0031012,extracellular matrix,CC
Ca_22825,GO:0005515,protein binding,MF
Ca_22828,GO:0005509,calcium ion binding,MF
Ca_22830,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22830,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22830,GO:0043565,sequence-specific DNA binding,MF
Ca_22831,GO:0004672,protein kinase activity,MF
Ca_22831,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22831,GO:0005524,ATP binding,MF
Ca_22831,GO:0006468,protein phosphorylation,BP
Ca_22831,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22832,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",MF
Ca_22832,GO:0005975,carbohydrate metabolic process,BP
Ca_22834,GO:0015035,protein-disulfide reductase activity,MF
Ca_22834,GO:0045454,cell redox homeostasis,BP
Ca_22835,GO:0003993,acid phosphatase activity,MF
Ca_22836,GO:0003723,RNA binding,MF
Ca_22838,GO:0005515,protein binding,MF
Ca_22839,GO:0016787,hydrolase activity,MF
Ca_22840,GO:0006810,transport,BP
Ca_22843,GO:0003824,catalytic activity,MF
Ca_22843,GO:0009058,biosynthetic process,BP
Ca_22843,GO:0016742,"hydroxymethyl-, formyl- and related transferase activity",MF
Ca_22847,GO:0004407,histone deacetylase activity,MF
Ca_22848,GO:0005515,protein binding,MF
Ca_22849,GO:0003824,catalytic activity,MF
Ca_22849,GO:0006508,proteolysis,BP
Ca_22849,GO:0046872,metal ion binding,MF
Ca_22850,GO:0003676,nucleic acid binding,MF
Ca_22850,GO:0003677,DNA binding,MF
Ca_22850,GO:0004386,helicase activity,MF
Ca_22850,GO:0005524,ATP binding,MF
Ca_22851,GO:0004144,diacylglycerol O-acyltransferase activity,MF
Ca_22851,GO:0045017,glycerolipid biosynthetic process,BP
Ca_22852,GO:0005515,protein binding,MF
Ca_22853,GO:0000226,microtubule cytoskeleton organization,BP
Ca_22853,GO:0000922,spindle pole,CC
Ca_22853,GO:0005815,microtubule organizing center,CC
Ca_22856,GO:0005515,protein binding,MF
Ca_22857,GO:0005515,protein binding,MF
Ca_22860,GO:0001522,pseudouridine synthesis,BP
Ca_22860,GO:0003723,RNA binding,MF
Ca_22860,GO:0009451,RNA modification,BP
Ca_22860,GO:0009982,pseudouridine synthase activity,MF
Ca_22861,GO:0000287,magnesium ion binding,MF
Ca_22861,GO:0003684,damaged DNA binding,MF
Ca_22861,GO:0003887,DNA-directed DNA polymerase activity,MF
Ca_22861,GO:0006281,DNA repair,BP
Ca_22861,GO:0016779,nucleotidyltransferase activity,MF
Ca_22864,GO:0005515,protein binding,MF
Ca_22865,GO:0005515,protein binding,MF
Ca_22867,GO:0005515,protein binding,MF
Ca_22868,GO:0003333,amino acid transmembrane transport,BP
Ca_22868,GO:0015171,amino acid transmembrane transporter activity,MF
Ca_22868,GO:0016020,membrane,CC
Ca_22869,GO:0008270,zinc ion binding,MF
Ca_22870,GO:0005515,protein binding,MF
Ca_22871,GO:0046983,protein dimerization activity,MF
Ca_22872,GO:0005509,calcium ion binding,MF
Ca_22873,GO:0003824,catalytic activity,MF
Ca_22873,GO:0005737,cytoplasm,CC
Ca_22873,GO:0006364,rRNA processing,BP
Ca_22873,GO:0008173,RNA methyltransferase activity,MF
Ca_22873,GO:0051536,iron-sulfur cluster binding,MF
Ca_22875,GO:0003684,damaged DNA binding,MF
Ca_22875,GO:0003887,DNA-directed DNA polymerase activity,MF
Ca_22875,GO:0006281,DNA repair,BP
Ca_22879,GO:0015095,magnesium ion transmembrane transporter activity,MF
Ca_22879,GO:0015693,magnesium ion transport,BP
Ca_22879,GO:0016020,membrane,CC
Ca_22879,GO:0030001,metal ion transport,BP
Ca_22879,GO:0046873,metal ion transmembrane transporter activity,MF
Ca_22879,GO:0055085,transmembrane transport,BP
Ca_22882,GO:0005488,binding,MF
Ca_22882,GO:0005515,protein binding,MF
Ca_22882,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22882,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_22884,GO:0004672,protein kinase activity,MF
Ca_22884,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22884,GO:0005524,ATP binding,MF
Ca_22884,GO:0006468,protein phosphorylation,BP
Ca_22884,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22885,GO:0003677,DNA binding,MF
Ca_22885,GO:0003899,DNA-directed RNA polymerase activity,MF
Ca_22885,GO:0005634,nucleus,CC
Ca_22885,GO:0006351,DNA-templated transcription,BP
Ca_22886,GO:0004672,protein kinase activity,MF
Ca_22886,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22886,GO:0005524,ATP binding,MF
Ca_22886,GO:0006468,protein phosphorylation,BP
Ca_22886,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22887,GO:0004672,protein kinase activity,MF
Ca_22887,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22887,GO:0005524,ATP binding,MF
Ca_22887,GO:0006468,protein phosphorylation,BP
Ca_22887,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22889,GO:0016491,oxidoreductase activity,MF
Ca_22889,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF
Ca_22890,GO:0010215,cellulose microfibril organization,BP
Ca_22890,GO:0016049,cell growth,BP
Ca_22891,GO:0003677,DNA binding,MF
Ca_22891,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22891,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22891,GO:0008289,lipid binding,MF
Ca_22891,GO:0043565,sequence-specific DNA binding,MF
Ca_22892,GO:0000162,L-tryptophan biosynthetic process,BP
Ca_22892,GO:0004834,tryptophan synthase activity,MF
Ca_22892,GO:0006568,L-tryptophan metabolic process,BP
Ca_22893,GO:0005515,protein binding,MF
Ca_22896,GO:0003824,catalytic activity,MF
Ca_22896,GO:0004722,protein serine/threonine phosphatase activity,MF
Ca_22896,GO:0005515,protein binding,MF
Ca_22896,GO:0006470,protein dephosphorylation,BP
Ca_22897,GO:0003676,nucleic acid binding,MF
Ca_22897,GO:0003677,DNA binding,MF
Ca_22897,GO:0004386,helicase activity,MF
Ca_22897,GO:0005524,ATP binding,MF
Ca_22898,GO:0008152,metabolic process,BP
Ca_22898,GO:0016787,hydrolase activity,MF
Ca_22899,GO:0008152,metabolic process,BP
Ca_22899,GO:0016787,hydrolase activity,MF
Ca_22900,GO:0008152,metabolic process,BP
Ca_22900,GO:0016787,hydrolase activity,MF
Ca_22901,GO:0005488,binding,MF
Ca_22901,GO:0005515,protein binding,MF
Ca_22903,GO:0005216,monoatomic ion channel activity,MF
Ca_22903,GO:0005247,voltage-gated chloride channel activity,MF
Ca_22903,GO:0006821,chloride transport,BP
Ca_22903,GO:0016020,membrane,CC
Ca_22903,GO:0030554,adenyl nucleotide binding,MF
Ca_22903,GO:0055085,transmembrane transport,BP
Ca_22904,GO:0005507,copper ion binding,MF
Ca_22904,GO:0009055,electron transfer activity,MF
Ca_22905,GO:0005215,transporter activity,MF
Ca_22905,GO:0006810,transport,BP
Ca_22905,GO:0016020,membrane,CC
Ca_22905,GO:0022857,transmembrane transporter activity,MF
Ca_22905,GO:0055085,transmembrane transport,BP
Ca_22907,GO:0003824,catalytic activity,MF
Ca_22908,GO:0009522,photosystem I,CC
Ca_22908,GO:0009538,photosystem I reaction center,CC
Ca_22908,GO:0015979,photosynthesis,BP
Ca_22910,GO:0016787,hydrolase activity,MF
Ca_22911,GO:0003735,structural constituent of ribosome,MF
Ca_22911,GO:0005622,intracellular anatomical structure,CC
Ca_22911,GO:0005840,ribosome,CC
Ca_22911,GO:0006412,translation,BP
Ca_22912,GO:0009055,electron transfer activity,MF
Ca_22912,GO:0051536,iron-sulfur cluster binding,MF
Ca_22913,GO:0004124,cysteine synthase activity,MF
Ca_22913,GO:0006535,L-cysteine biosynthetic process from L-serine,BP
Ca_22914,GO:0005506,iron ion binding,MF
Ca_22914,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_22914,GO:0020037,heme binding,MF
Ca_22922,GO:0003735,structural constituent of ribosome,MF
Ca_22922,GO:0005622,intracellular anatomical structure,CC
Ca_22922,GO:0005840,ribosome,CC
Ca_22922,GO:0006412,translation,BP
Ca_22923,GO:0008080,N-acetyltransferase activity,MF
Ca_22924,GO:0008080,N-acetyltransferase activity,MF
Ca_22928,GO:0004672,protein kinase activity,MF
Ca_22928,GO:0004674,protein serine/threonine kinase activity,MF
Ca_22928,GO:0005524,ATP binding,MF
Ca_22928,GO:0006468,protein phosphorylation,BP
Ca_22928,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22929,GO:0005515,protein binding,MF
Ca_22930,GO:0005634,nucleus,CC
Ca_22931,GO:0005634,nucleus,CC
Ca_22932,GO:0003676,nucleic acid binding,MF
Ca_22932,GO:0004386,helicase activity,MF
Ca_22932,GO:0005524,ATP binding,MF
Ca_22933,GO:0003824,catalytic activity,MF
Ca_22933,GO:0010181,FMN binding,MF
Ca_22933,GO:0016491,oxidoreductase activity,MF
Ca_22934,GO:0003824,catalytic activity,MF
Ca_22934,GO:0010181,FMN binding,MF
Ca_22934,GO:0016491,oxidoreductase activity,MF
Ca_22935,GO:0003824,catalytic activity,MF
Ca_22935,GO:0010181,FMN binding,MF
Ca_22935,GO:0016491,oxidoreductase activity,MF
Ca_22936,GO:0046856,phosphatidylinositol dephosphorylation,BP
Ca_22937,GO:0004298,threonine-type endopeptidase activity,MF
Ca_22937,GO:0005839,proteasome core complex,CC
Ca_22938,GO:0009616,RNAi-mediated antiviral immune response,BP
Ca_22940,GO:0006869,lipid transport,BP
Ca_22940,GO:0008289,lipid binding,MF
Ca_22941,GO:0006869,lipid transport,BP
Ca_22941,GO:0008289,lipid binding,MF
Ca_22943,GO:0003676,nucleic acid binding,MF
Ca_22944,GO:0008289,lipid binding,MF
Ca_22945,GO:0003677,DNA binding,MF
Ca_22945,GO:0005634,nucleus,CC
Ca_22945,GO:0006352,DNA-templated transcription initiation,BP
Ca_22947,GO:0005515,protein binding,MF
Ca_22947,GO:0008270,zinc ion binding,MF
Ca_22950,GO:0005515,protein binding,MF
Ca_22951,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",MF
Ca_22954,GO:0003677,DNA binding,MF
Ca_22954,GO:0003682,chromatin binding,MF
Ca_22955,GO:0003824,catalytic activity,MF
Ca_22955,GO:0046872,metal ion binding,MF
Ca_22956,GO:0008080,N-acetyltransferase activity,MF
Ca_22957,GO:0004672,protein kinase activity,MF
Ca_22957,GO:0005524,ATP binding,MF
Ca_22957,GO:0006468,protein phosphorylation,BP
Ca_22957,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_22958,GO:0005622,intracellular anatomical structure,CC
Ca_22958,GO:0006886,intracellular protein transport,BP
Ca_22959,GO:0016020,membrane,CC
Ca_22959,GO:0016760,cellulose synthase (UDP-forming) activity,MF
Ca_22959,GO:0030244,cellulose biosynthetic process,BP
Ca_22960,GO:0003824,catalytic activity,MF
Ca_22960,GO:0008152,metabolic process,BP
Ca_22962,GO:0005515,protein binding,MF
Ca_22962,GO:0008270,zinc ion binding,MF
Ca_22963,GO:0005515,protein binding,MF
Ca_22963,GO:0008270,zinc ion binding,MF
Ca_22964,GO:0003824,catalytic activity,MF
Ca_22964,GO:0008152,metabolic process,BP
Ca_22964,GO:0009058,biosynthetic process,BP
Ca_22964,GO:0016746,acyltransferase activity,MF
Ca_22965,GO:0005488,binding,MF
Ca_22965,GO:0006886,intracellular protein transport,BP
Ca_22966,GO:0005525,GTP binding,MF
Ca_22966,GO:0005622,intracellular anatomical structure,CC
Ca_22966,GO:0006886,intracellular protein transport,BP
Ca_22966,GO:0007264,small GTPase-mediated signal transduction,BP
Ca_22967,GO:0006508,proteolysis,BP
Ca_22967,GO:0008236,serine-type peptidase activity,MF
Ca_22967,GO:0016020,membrane,CC
Ca_22969,GO:0003824,catalytic activity,MF
Ca_22969,GO:0015969,guanosine tetraphosphate metabolic process,BP
Ca_22970,GO:0000172,ribonuclease MRP complex,CC
Ca_22970,GO:0003723,RNA binding,MF
Ca_22970,GO:0004540,RNA nuclease activity,MF
Ca_22970,GO:0005655,nucleolar ribonuclease P complex,CC
Ca_22970,GO:0006364,rRNA processing,BP
Ca_22970,GO:0008033,tRNA processing,BP
Ca_22970,GO:0030677,ribonuclease P complex,CC
Ca_22972,GO:0005515,protein binding,MF
Ca_22974,GO:0005515,protein binding,MF
Ca_22975,GO:0003824,catalytic activity,MF
Ca_22975,GO:0010181,FMN binding,MF
Ca_22975,GO:0016491,oxidoreductase activity,MF
Ca_22976,GO:0005506,iron ion binding,MF
Ca_22976,GO:0005515,protein binding,MF
Ca_22978,GO:0004190,aspartic-type endopeptidase activity,MF
Ca_22978,GO:0006508,proteolysis,BP
Ca_22979,GO:0004190,aspartic-type endopeptidase activity,MF
Ca_22979,GO:0006508,proteolysis,BP
Ca_22983,GO:0005515,protein binding,MF
Ca_22984,GO:0005515,protein binding,MF
Ca_22986,GO:0003723,RNA binding,MF
Ca_22987,GO:0003824,catalytic activity,MF
Ca_22987,GO:0006482,protein demethylation,BP
Ca_22987,GO:0052689,carboxylic ester hydrolase activity,MF
Ca_22988,GO:0005506,iron ion binding,MF
Ca_22988,GO:0009055,electron transfer activity,MF
Ca_22988,GO:0020037,heme binding,MF
Ca_22989,GO:0003677,DNA binding,MF
Ca_22989,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22989,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22990,GO:0003677,DNA binding,MF
Ca_22990,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22990,GO:0006355,regulation of DNA-templated transcription,BP
Ca_22991,GO:0005515,protein binding,MF
Ca_22992,GO:0006457,protein folding,BP
Ca_22996,GO:0003824,catalytic activity,MF
Ca_22998,GO:0016491,oxidoreductase activity,MF
Ca_22998,GO:0051537,"2 iron, 2 sulfur cluster binding",MF
Ca_22999,GO:0003677,DNA binding,MF
Ca_22999,GO:0003700,DNA-binding transcription factor activity,MF
Ca_22999,GO:0006355,regulation of DNA-templated transcription,BP
Ca_23000,GO:0003824,catalytic activity,MF
Ca_23000,GO:0008152,metabolic process,BP
Ca_23001,GO:0005515,protein binding,MF
Ca_23002,GO:0008152,metabolic process,BP
Ca_23002,GO:0016491,oxidoreductase activity,MF
Ca_23003,GO:0004672,protein kinase activity,MF
Ca_23003,GO:0004674,protein serine/threonine kinase activity,MF
Ca_23003,GO:0005524,ATP binding,MF
Ca_23003,GO:0006468,protein phosphorylation,BP
Ca_23003,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_23004,GO:0000166,nucleotide binding,MF
Ca_23004,GO:0003676,nucleic acid binding,MF
Ca_23004,GO:0003723,RNA binding,MF
Ca_23004,GO:0005634,nucleus,CC
Ca_23004,GO:0005737,cytoplasm,CC
Ca_23004,GO:0006396,RNA processing,BP
Ca_23005,GO:0000166,nucleotide binding,MF
Ca_23005,GO:0046872,metal ion binding,MF
Ca_23006,GO:0003756,protein disulfide isomerase activity,MF
Ca_23006,GO:0005783,endoplasmic reticulum,CC
Ca_23006,GO:0016671,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",MF
Ca_23007,GO:0004396,hexokinase activity,MF
Ca_23007,GO:0005524,ATP binding,MF
Ca_23007,GO:0005975,carbohydrate metabolic process,BP
Ca_23007,GO:0006096,glycolytic process,BP
Ca_23007,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_23008,GO:0003723,RNA binding,MF
Ca_23009,GO:0016881,acid-amino acid ligase activity,MF
Ca_23011,GO:0006629,lipid metabolic process,BP
Ca_23011,GO:0016787,hydrolase activity,MF
Ca_23011,GO:0016788,"hydrolase activity, acting on ester bonds",MF
Ca_23012,GO:0005506,iron ion binding,MF
Ca_23012,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",MF
Ca_23012,GO:0020037,heme binding,MF
Ca_23013,GO:0005515,protein binding,MF
Ca_23013,GO:0016772,"transferase activity, transferring phosphorus-containing groups",MF
Ca_23013,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",MF
Ca_23015,GO:0004806,triacylglycerol lipase activity,MF
Ca_23015,GO:0006629,lipid metabolic process,BP
Ca_23016,GO:0004806,triacylglycerol lipase activity,MF
Ca_23016,GO:0006629,lipid metabolic process,BP
Ca_23017,GO:0003924,GTPase activity,MF
Ca_23017,GO:0005525,GTP binding,MF
Ca_23018,GO:0003824,catalytic activity,MF
Ca_23018,GO:0003978,UDP-glucose 4-epimerase activity,MF
Ca_23018,GO:0006012,galactose metabolic process,BP
Ca_23019,GO:0005515,protein binding,MF
Ca_23019,GO:0008270,zinc ion binding,MF
Ca_23020,GO:0004842,ubiquitin-protein transferase activity,MF
Ca_23020,GO:0005515,protein binding,MF
Ca_23020,GO:0008270,zinc ion binding,MF
Ca_23022,GO:0003824,catalytic activity,MF
Ca_23022,GO:0008152,metabolic process,BP
Ca_23023,GO:0003824,catalytic activity,MF
Ca_23023,GO:0004722,protein serine/threonine phosphatase activity,MF
